Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","29/03/2025 19:07 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","70,200,196,184,183,246,173,181,180,164,170,160,158,122,155,154,143,120,138,133,121,132,114,113,111,115,94,90,86,85,205,253,76,74,72,71,64,61,65,57,50,49,48,84,30,238,29,17,24,13,12,10,5,3"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2021,Jordan,Finland,6,5,0,0,0,0,0,,0
2021,Jordan,France,61,5,0,0,0,0,0,,0
2021,Jordan,"United Kingdom of Great Britain and Northern Ireland",110,132,0,0,0,0,0,,0
2021,Jordan,Georgia,0,77,0,0,0,0,0,,0
2021,Jordan,Germany,496,405,0,0,0,0,0,,0
2021,Jordan,Greece,44,0,0,0,0,0,0,,0
2021,Jordan,Ireland,7,16,0,0,0,0,0,,0
2021,Jordan,Italy,5,8,0,0,0,0,0,,0
2021,Jordan,Malta,5,0,0,0,0,0,0,,0
2021,Jordan,"Netherlands (Kingdom of the)",72,41,0,0,0,0,0,,0
2021,Jordan,Norway,5,0,0,0,0,0,0,,0
2021,Jordan,Portugal,0,14,0,0,0,0,0,,0
2021,Jordan,Romania,6,0,0,0,0,0,0,,0
2021,Jordan,Spain,27,35,0,0,0,0,0,,0
2021,Jordan,"Serbia and Kosovo: S/RES/1244 (1999)",0,7,0,0,0,0,0,,0
2021,Jordan,Sweden,279,137,0,0,0,0,0,,0
2021,Jordan,Switzerland,57,7,0,0,0,0,0,,0
2021,Jordan,Ukraine,5,5,0,0,0,0,0,,0
2021,Japan,"United Kingdom of Great Britain and Northern Ireland",0,7,0,0,0,0,0,,0
2021,Japan,Germany,23,5,0,0,0,0,0,,0
2021,Kazakhstan,Austria,108,23,0,0,0,0,0,,0
2021,Kazakhstan,Belgium,60,25,0,0,0,0,0,,0
2021,Kazakhstan,Cyprus,5,0,0,0,0,0,0,,0
2021,Kazakhstan,Czechia,76,17,0,0,0,0,0,,0
2021,Kazakhstan,Finland,8,0,0,0,0,0,0,,0
2021,Kazakhstan,France,1047,37,0,0,0,0,0,,0
2021,Kazakhstan,"United Kingdom of Great Britain and Northern Ireland",42,66,0,0,0,0,0,,0
2021,Kazakhstan,Georgia,5,12,0,0,0,0,0,,0
2021,Kazakhstan,Germany,112,157,0,0,0,0,0,,0
2021,Kazakhstan,Greece,5,0,0,0,0,0,0,,0
2021,Kazakhstan,Croatia,5,0,0,0,0,0,0,,0
2021,Kazakhstan,Iceland,5,0,0,0,0,0,0,,0
2021,Kazakhstan,Ireland,18,0,0,0,0,0,0,,0
2021,Kazakhstan,Italy,0,12,0,0,0,0,0,,0
2021,Kazakhstan,Latvia,5,0,0,0,0,0,0,,0
2021,Kazakhstan,"Netherlands (Kingdom of the)",48,10,0,0,0,0,0,,0
2021,Kazakhstan,Norway,10,0,0,0,0,0,0,,0
2021,Kazakhstan,Poland,40,10,0,0,0,0,0,,0
2021,Kazakhstan,"Russian Federation",31,5,0,0,0,0,0,,0
2021,Kazakhstan,Spain,16,40,0,0,0,0,0,,0
2021,Kazakhstan,Slovenia,20,0,0,0,0,0,0,,0
2021,Kazakhstan,Sweden,203,101,0,0,0,0,0,,0
2021,Kazakhstan,Switzerland,28,9,0,0,0,0,0,,0
2021,Kazakhstan,Ukraine,9,9,0,0,0,0,0,,0
2021,Kenya,Austria,17,7,0,0,0,0,0,,0
2021,Kenya,Belgium,15,10,0,0,0,0,0,,0
2021,Kenya,Cyprus,0,5,0,0,0,0,0,,0
2021,Kenya,Denmark,5,0,0,0,0,0,0,,0
2021,Kenya,Finland,17,12,0,0,0,0,0,,0
2021,Kenya,France,190,0,0,0,0,0,0,,0
2021,Kenya,"United Kingdom of Great Britain and Northern Ireland",316,342,0,0,0,0,0,,0
2021,Kenya,Germany,163,543,0,0,0,0,0,,0
2021,Kenya,Greece,30,10,0,0,0,0,0,,0
2021,Kenya,Iceland,5,0,0,0,0,0,0,,0
2021,Kenya,Ireland,53,27,0,0,0,0,0,,0
2021,Kenya,Italy,16,11,0,0,0,0,0,,0
2021,Kenya,"Netherlands (Kingdom of the)",28,5,0,0,0,0,0,,0
2021,Kenya,Norway,7,0,0,0,0,0,0,,0
2021,Kenya,Portugal,5,5,0,0,0,0,0,,0
2021,Kenya,Spain,15,5,0,0,0,0,0,,0
2021,Kenya,Sweden,82,38,0,0,0,0,0,,0
2021,Kenya,Switzerland,42,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Austria,117,19,0,0,0,0,0,,0
2021,Kyrgyzstan,Belgium,70,40,0,0,0,0,0,,0
2021,Kyrgyzstan,Cyprus,5,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Czechia,18,6,0,0,0,0,0,,0
2021,Kyrgyzstan,Denmark,5,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Finland,20,0,0,0,0,0,0,,0
2021,Kyrgyzstan,France,526,30,0,0,0,0,0,,0
2021,Kyrgyzstan,"United Kingdom of Great Britain and Northern Ireland",38,20,0,0,0,0,0,,0
2021,Kyrgyzstan,Germany,248,130,0,0,0,0,0,,0
2021,Kyrgyzstan,Greece,0,5,0,0,0,0,0,,0
2021,Kyrgyzstan,Ireland,5,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Italy,5,6,0,0,0,0,0,,0
2021,Kyrgyzstan,Latvia,5,0,0,0,0,0,0,,0
2021,Kyrgyzstan,"Rep. of Moldova",10,0,0,0,0,0,0,,0
2021,Kyrgyzstan,"Netherlands (Kingdom of the)",12,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Norway,12,0,0,0,0,0,0,,0
2021,Kyrgyzstan,Poland,32,6,0,0,0,0,0,,0
2021,Kyrgyzstan,"Russian Federation",35,5,0,0,0,0,0,,0
2021,Kyrgyzstan,Spain,6,30,0,0,0,0,0,,0
2021,Kyrgyzstan,Sweden,154,63,0,0,0,0,0,,0
2021,Kyrgyzstan,Switzerland,16,11,0,0,0,0,0,,0
2021,Kyrgyzstan,Ukraine,11,28,0,0,0,0,0,,0
2021,"Rep. of Korea","United Kingdom of Great Britain and Northern Ireland",5,0,0,0,0,0,0,,0
2021,"Rep. of Korea",Germany,22,5,0,0,0,0,0,,0
2021,"Rep. of Korea","Netherlands (Kingdom of the)",0,5,0,0,0,0,0,,0
2021,"Rep. of Korea","Russian Federation",5,0,0,0,0,0,0,,0
2021,"Rep. of Korea",Spain,0,5,0,0,0,0,0,,0
2021,"Rep. of Korea",Sweden,7,5,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea",Belgium,32,10,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea","United Kingdom of Great Britain and Northern Ireland",51,21,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea",Germany,89,5,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea",Ireland,9,0,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea",Luxembourg,11,0,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea","Netherlands (Kingdom of the)",27,5,0,0,0,0,0,,0
2021,"Dem. People's Rep. of Korea","Russian Federation",43,5,0,0,0,0,0,,0
2021,Kuwait,Austria,10,9,0,0,0,0,0,,0
2021,Kuwait,Belgium,6,5,0,0,0,0,0,,0
2021,Kuwait,France,435,64,0,0,0,0,0,,0
2021,Kuwait,"United Kingdom of Great Britain and Northern Ireland",692,1062,0,0,0,0,0,,0
2021,Kuwait,Germany,48,58,0,0,0,0,0,,0
2021,Kuwait,Greece,153,21,0,0,0,0,0,,0
2021,Kuwait,Ireland,51,11,0,0,0,0,0,,0
2021,Kuwait,Luxembourg,5,0,0,0,0,0,0,,0
2021,Kuwait,"Netherlands (Kingdom of the)",5,0,0,0,0,0,0,,0
2021,Kuwait,Romania,5,0,0,0,0,0,0,,0
2021,Kuwait,Spain,0,5,0,0,0,0,0,,0
2021,Kuwait,Sweden,32,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.",Belgium,10,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.",France,6532,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.","United Kingdom of Great Britain and Northern Ireland",5,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.",Germany,40,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.",Poland,5,0,0,0,0,0,0,,0
2021,"Lao People's Dem. Rep.",Switzerland,107,0,0,0,0,0,0,,0
2021,Liberia,Austria,10,0,0,0,0,0,0,,0
2021,Liberia,Belgium,15,35,0,0,0,0,0,,0
2021,Liberia,Cyprus,0,168,0,0,0,0,0,,0
2021,Liberia,Finland,6,0,0,0,0,0,0,,0
2021,Liberia,France,334,22,0,0,0,0,0,,0
2021,Liberia,"United Kingdom of Great Britain and Northern Ireland",29,28,0,0,0,0,0,,0
2021,Liberia,Germany,135,289,0,0,0,0,0,,0
2021,Liberia,Greece,5,0,0,0,0,0,0,,0
2021,Liberia,Ireland,12,0,0,0,0,0,0,,0
2021,Liberia,Italy,342,40,0,0,0,0,0,,0
2021,Liberia,Malta,6,0,0,0,0,0,0,,0
2021,Liberia,"Netherlands (Kingdom of the)",34,13,0,0,0,0,0,,0
2021,Liberia,Norway,5,0,0,0,0,0,0,,0
2021,Liberia,Spain,7,45,0,0,0,0,0,,0
2021,Liberia,Slovakia,5,0,0,0,0,0,0,,0
2021,Liberia,Sweden,10,5,0,0,0,0,0,,0
2021,Liberia,Switzerland,32,0,0,0,0,0,0,,0
2021,Libya,Austria,144,68,0,0,0,0,0,,0
2021,Libya,Azerbaijan,5,0,0,0,0,0,0,,0
2021,Libya,Belgium,145,160,0,0,0,0,0,,0
2021,Libya,Belarus,7,0,0,0,0,0,0,,0
2021,Libya,"Bosnia and Herzegovina",0,0,0,0,0,0,5,,0
2021,Libya,Cyprus,12,5,0,0,0,0,0,,0
2021,Libya,Czechia,22,5,0,0,0,0,0,,0
2021,Libya,Denmark,5,5,0,0,0,0,0,,0
2021,Libya,Finland,34,6,0,0,0,0,0,,0
2021,Libya,France,2259,269,0,0,0,0,0,,0
2021,Libya,"United Kingdom of Great Britain and Northern Ireland",4468,856,0,0,0,0,0,,0
2021,Libya,Germany,2687,983,0,0,0,0,0,,0
2021,Libya,Greece,65,19,0,0,0,0,0,,0
2021,Libya,Croatia,5,0,0,0,0,0,0,,0
2021,Libya,Hungary,7,0,0,0,0,0,0,,0
2021,Libya,Iceland,13,0,0,0,0,0,0,,0
2021,Libya,Ireland,236,8,0,0,0,0,0,,0
2021,Libya,Italy,1141,241,0,0,0,0,0,,0
2021,Libya,Luxembourg,5,25,0,0,0,0,0,,0
2021,Libya,"Rep. of Moldova",5,0,0,0,0,0,0,,0
2021,Libya,Malta,2851,228,0,0,0,0,0,,0
2021,Libya,"Netherlands (Kingdom of the)",268,76,0,0,0,0,0,,0
2021,Libya,Norway,56,5,0,0,0,0,0,,0
2021,Libya,Poland,21,16,0,0,0,0,0,,0
2021,Libya,Portugal,15,0,0,0,0,0,0,,0
2021,Libya,Romania,5,0,0,0,0,0,0,,0
2021,Libya,"Russian Federation",7,0,0,0,0,0,0,,0
2021,Libya,Spain,167,30,0,0,0,0,0,,0
2021,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",46,0,0,0,0,0,0,,0
2021,Libya,Slovakia,7,0,0,0,0,0,0,,0
2021,Libya,Sweden,263,53,0,0,0,0,0,,0
2021,Libya,Switzerland,304,33,0,0,0,0,0,,0
2021,Libya,Ukraine,5,14,0,0,0,0,0,,0
2021,"Saint Lucia",France,7,0,0,0,0,0,0,,0
2021,"Saint Lucia","United Kingdom of Great Britain and Northern Ireland",26,44,0,0,0,0,0,,0
2021,Lebanon,Armenia,26,5,0,0,0,0,0,,0
2021,Lebanon,Austria,122,117,0,0,0,0,0,,0
2021,Lebanon,Belgium,115,155,0,0,0,0,0,,0
2021,Lebanon,Belarus,5,0,0,0,0,0,0,,0
2021,Lebanon,Bulgaria,22,6,0,0,0,0,0,,0
2021,Lebanon,Cyprus,53,112,0,0,0,0,0,,0
2021,Lebanon,Czechia,5,0,0,0,0,0,0,,0
2021,Lebanon,Denmark,30,5,0,0,0,0,0,,0
2021,Lebanon,Finland,13,6,0,0,0,0,0,,0
2021,Lebanon,France,301,160,0,0,0,0,0,,0
2021,Lebanon,"United Kingdom of Great Britain and Northern Ireland",205,176,0,0,0,0,0,,0
2021,Lebanon,Georgia,10,37,0,0,0,0,0,,0
2021,Lebanon,Germany,1872,1836,0,0,0,0,0,,0
2021,Lebanon,Greece,84,26,0,0,0,0,0,,0
2021,Lebanon,Hungary,5,0,0,0,0,0,0,,0
2021,Lebanon,Ireland,9,13,0,0,0,0,0,,0
2021,Lebanon,Italy,14,59,0,0,0,0,0,,0
2021,Lebanon,Luxembourg,5,15,0,0,0,0,0,,0
2021,Lebanon,Latvia,5,0,0,0,0,0,0,,0
2021,Lebanon,Malta,0,5,0,0,0,0,0,,0
2021,Lebanon,"Netherlands (Kingdom of the)",118,73,0,0,0,0,0,,0
2021,Lebanon,Norway,24,5,0,0,0,0,0,,0
2021,Lebanon,Poland,5,0,0,0,0,0,0,,0
2021,Lebanon,Romania,10,0,0,0,0,0,0,,0
2021,Lebanon,"Russian Federation",5,0,0,0,0,0,0,,0
2021,Lebanon,Spain,30,80,0,0,0,0,0,,0
2021,Lebanon,Sweden,509,227,0,0,0,0,0,,0
2021,Lebanon,Switzerland,47,23,0,0,0,0,0,,0
2021,Lebanon,Ukraine,9,13,0,0,0,0,0,,0
2021,Lesotho,Ireland,0,7,0,0,0,0,0,,0
2021,Liechtenstein,Italy,5,5,0,0,0,0,0,,0
2021,"Sri Lanka",Austria,71,21,0,0,0,0,0,,0
2021,"Sri Lanka",Belgium,309,50,0,0,0,0,0,,0
2021,"Sri Lanka","Bosnia and Herzegovina",0,0,0,0,0,0,5,,0
2021,"Sri Lanka",Cyprus,29,430,0,0,0,0,0,,0
2021,"Sri Lanka",Czechia,7,0,0,0,0,0,0,,0
2021,"Sri Lanka",Denmark,35,0,0,0,0,0,0,,0
2021,"Sri Lanka",Estonia,5,0,0,0,0,0,0,,0
2021,"Sri Lanka",Finland,33,6,0,0,0,0,0,,0
2021,"Sri Lanka",France,33792,614,0,0,0,0,0,,0
2021,"Sri Lanka","United Kingdom of Great Britain and Northern Ireland",4668,1591,0,0,0,0,0,,0
2021,"Sri Lanka",Georgia,0,5,0,0,0,0,0,,0
2021,"Sri Lanka",Germany,3591,487,0,0,0,0,0,,0
2021,"Sri Lanka",Greece,55,43,0,0,0,0,0,,0
2021,"Sri Lanka",Hungary,11,0,0,0,0,0,0,,0
2021,"Sri Lanka",Iceland,5,0,0,0,0,0,0,,0
2021,"Sri Lanka",Ireland,25,7,0,0,0,0,0,,0
2021,"Sri Lanka",Italy,362,184,0,0,0,0,0,,0
2021,"Sri Lanka",Lithuania,10,5,0,0,0,0,0,,0
2021,"Sri Lanka",Luxembourg,5,0,0,0,0,0,0,,0
2021,"Sri Lanka",Latvia,5,0,0,0,0,0,0,,0
2021,"Sri Lanka",Malta,7,5,0,0,0,0,0,,0
2021,"Sri Lanka","Netherlands (Kingdom of the)",290,44,0,0,0,0,0,,0
2021,"Sri Lanka",Norway,45,5,0,0,0,0,0,,0
2021,"Sri Lanka",Poland,11,0,0,0,0,0,0,,0
2021,"Sri Lanka",Portugal,33,7,0,0,0,0,0,,0
2021,"Sri Lanka",Romania,0,5,0,0,0,0,0,,0
2021,"Sri Lanka",Spain,67,30,0,0,0,0,0,,0
2021,"Sri Lanka",Slovakia,0,9,0,0,0,0,0,,0
2021,"Sri Lanka",Sweden,27,27,0,0,0,0,0,,0
2021,"Sri Lanka",Switzerland,6059,659,0,0,0,0,0,,0
2021,"Sri Lanka",Ukraine,8,30,0,0,0,0,0,,0
2021,Lithuania,Belgium,5,0,0,0,0,0,0,,0
2021,Lithuania,France,6,0,0,0,0,0,0,,0
2021,Lithuania,"United Kingdom of Great Britain and Northern Ireland",0,5,0,0,0,0,0,,0
2021,Lithuania,Germany,5,0,0,0,0,0,0,,0
2021,Lithuania,"Russian Federation",5,0,0,0,0,0,0,,0
2021,Lithuania,Sweden,0,7,0,0,0,0,0,,0
2021,Latvia,France,38,0,0,0,0,0,0,,0
2021,Latvia,Germany,6,0,0,0,0,0,0,,0
2021,Latvia,"Russian Federation",9,0,0,0,0,0,0,,0
2021,Madagascar,Belgium,0,5,0,0,0,0,0,,0
2021,Madagascar,France,388,295,0,0,0,0,0,,0
2021,Madagascar,Germany,5,9,0,0,0,0,0,,0
2021,Madagascar,Italy,0,5,0,0,0,0,0,,0
2021,Madagascar,Switzerland,5,0,0,0,0,0,0,,0
2021,Mauritania,Austria,5,0,0,0,0,0,0,,0
2021,Mauritania,Belgium,274,200,0,0,0,0,0,,0
2021,Mauritania,Bulgaria,0,5,0,0,0,0,0,,0
2021,Mauritania,France,7860,1123,0,0,0,0,0,,0
2021,Mauritania,"United Kingdom of Great Britain and Northern Ireland",7,7,0,0,0,0,0,,0
2021,Mauritania,Germany,65,74,0,0,0,0,0,,0
2021,Mauritania,Greece,68,0,0,0,0,0,0,,0
2021,Mauritania,Croatia,5,0,0,0,0,0,0,,0
2021,Mauritania,Italy,273,5,0,0,0,0,0,,0
2021,Mauritania,"Netherlands (Kingdom of the)",6,5,0,0,0,0,0,,0
2021,Mauritania,Norway,5,0,0,0,0,0,0,,0
2021,Mauritania,Portugal,0,5,0,0,0,0,0,,0
2021,Mauritania,Spain,18,195,0,0,0,0,0,,0
2021,Mauritania,Sweden,13,0,0,0,0,0,0,,0
2021,Mauritania,Switzerland,9,0,0,0,0,0,0,,0
2021,"North Macedonia",Austria,12,52,0,0,0,0,0,,0
2021,"North Macedonia",Belgium,133,145,0,0,0,0,0,,0
2021,"North Macedonia",Denmark,0,5,0,0,0,0,0,,0
2021,"North Macedonia",France,723,254,0,0,0,0,0,,0
2021,"North Macedonia","United Kingdom of Great Britain and Northern Ireland",15,11,0,0,0,0,0,,0
2021,"North Macedonia",Germany,607,3007,0,0,0,0,0,,0
2021,"North Macedonia",Greece,0,5,0,0,0,0,0,,0
2021,"North Macedonia",Iceland,5,0,0,0,0,0,0,,0
2021,"North Macedonia",Ireland,6,0,0,0,0,0,0,,0
2021,"North Macedonia",Italy,15,63,0,0,0,0,0,,0
2021,"North Macedonia","North Macedonia",0,0,0,116,0,0,0,,0
2021,"North Macedonia",Malta,5,7,0,0,0,0,0,,0
2021,"North Macedonia",Spain,0,15,0,0,0,0,0,,0
2021,"North Macedonia","Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,0,0,0,5,,0
2021,"North Macedonia",Sweden,36,23,0,0,0,0,0,,0
2021,"North Macedonia",Switzerland,155,31,0,0,0,0,0,,0
2021,"Rep. of Moldova",Austria,17,195,0,0,0,0,0,,0
2021,"Rep. of Moldova",Belgium,5,235,0,0,0,0,0,,0
2021,"Rep. of Moldova",Cyprus,18,15,0,0,0,0,0,,0
2021,"Rep. of Moldova",Czechia,17,18,0,0,0,0,0,,0
2021,"Rep. of Moldova",Finland,6,0,0,0,0,0,0,,0
2021,"Rep. of Moldova",France,449,282,0,0,0,0,0,,0
2021,"Rep. of Moldova","United Kingdom of Great Britain and Northern Ireland",5,5,0,0,0,0,0,,0
2021,"Rep. of Moldova",Germany,129,2364,0,0,0,0,0,,0
2021,"Rep. of Moldova",Greece,13,63,0,0,0,0,0,,0
2021,"Rep. of Moldova",Hungary,5,0,0,0,0,0,0,,0
2021,"Rep. of Moldova",Ireland,51,0,0,0,0,0,0,,0
2021,"Rep. of Moldova",Italy,36,104,0,0,0,0,0,,0
2021,"Rep. of Moldova","Netherlands (Kingdom of the)",5,20,0,0,0,0,0,,0
2021,"Rep. of Moldova",Norway,5,5,0,0,0,0,0,,0
2021,"Rep. of Moldova","Russian Federation",22,0,0,0,0,0,0,,0
2021,"Rep. of Moldova",Spain,0,110,0,0,0,0,0,,0
2021,"Rep. of Moldova",Sweden,8,13,0,0,0,0,0,,0
2021,"Rep. of Moldova",Switzerland,10,0,0,0,0,0,0,,0
2021,"Rep. of Moldova",Ukraine,0,5,0,0,0,0,0,,0
2021,Maldives,France,6,0,0,0,0,0,0,,0
2021,Maldives,"United Kingdom of Great Britain and Northern Ireland",46,0,0,0,0,0,0,,0
2021,Mexico,France,36,5,0,0,0,0,0,,0
2021,Mexico,"United Kingdom of Great Britain and Northern Ireland",16,75,0,0,0,0,0,,0
2021,Mexico,Germany,24,7,0,0,0,0,0,,0
2021,Mexico,Ireland,9,10,0,0,0,0,0,,0
2021,Mexico,Italy,0,5,0,0,0,0,0,,0
2021,Mexico,"Netherlands (Kingdom of the)",7,0,0,0,0,0,0,,0
2021,Mexico,Spain,40,135,0,0,0,0,0,,0
2021,Mexico,Sweden,0,5,0,0,0,0,0,,0
2021,Mali,Austria,14,12,0,0,0,0,0,,0
2021,Mali,Belgium,99,85,0,0,0,0,0,,0
2021,Mali,"Bosnia and Herzegovina",0,0,0,0,0,0,16,,0
2021,Mali,Bulgaria,5,0,0,0,0,0,0,,0
2021,Mali,Cyprus,0,6,0,0,0,0,0,,0
2021,Mali,Finland,8,0,0,0,0,0,0,,0
2021,Mali,France,7561,1881,0,0,0,0,0,,0
2021,Mali,"United Kingdom of Great Britain and Northern Ireland",28,67,0,0,0,0,0,,0
2021,Mali,Germany,392,364,0,0,0,0,0,,0
2021,Mali,Greece,145,59,0,0,0,0,0,,0
2021,Mali,Iceland,5,0,0,0,0,0,0,,0
2021,Mali,Ireland,5,0,0,0,0,0,0,,0
2021,Mali,Italy,11375,1135,0,0,0,0,0,,0
2021,Mali,Luxembourg,0,5,0,0,0,0,0,,0
2021,Mali,Malta,20,107,0,0,0,0,0,,0
2021,Mali,"Netherlands (Kingdom of the)",14,8,0,0,0,0,0,,0
2021,Mali,Norway,8,0,0,0,0,0,0,,0
2021,Mali,Portugal,15,33,0,0,0,0,0,,0
2021,Mali,Romania,5,5,0,0,0,0,0,,0
2021,Mali,Spain,1457,6040,0,0,0,0,0,,0
2021,Mali,Sweden,41,5,0,0,0,0,0,,0
2021,Mali,Switzerland,33,5,0,0,0,0,0,,0
2021,Malaysia,France,28,5,0,0,0,0,0,,0
2021,Malaysia,"United Kingdom of Great Britain and Northern Ireland",307,417,0,0,0,0,0,,0
2021,Malaysia,Germany,19,10,0,0,0,0,0,,0
2021,Malaysia,Ireland,9,18,0,0,0,0,0,,0
2021,Malaysia,Italy,0,5,0,0,0,0,0,,0
2021,Malaysia,"Netherlands (Kingdom of the)",8,0,0,0,0,0,0,,0
2021,Malaysia,Sweden,14,0,0,0,0,0,0,,0
2021,Malawi,"United Kingdom of Great Britain and Northern Ireland",293,73,0,0,0,0,0,,0
2021,Malawi,Germany,7,5,0,0,0,0,0,,0
2021,Malawi,Ireland,142,125,0,0,0,0,0,,0
2021,Montenegro,Austria,5,0,0,0,0,0,0,,0
2021,Montenegro,Belgium,13,10,0,0,0,0,0,,0
2021,Montenegro,France,197,6,0,0,0,0,0,,0
2021,Montenegro,Germany,212,207,0,0,0,0,0,,0
2021,Montenegro,Croatia,0,5,0,0,0,0,0,,0
2021,Montenegro,Ireland,5,0,0,0,0,0,0,,0
2021,Montenegro,Italy,13,10,0,0,0,0,0,,0
2021,Montenegro,Luxembourg,6,0,0,0,0,0,0,,0
2021,Montenegro,Sweden,21,18,0,0,0,0,0,,0
2021,Montenegro,Switzerland,51,9,0,0,0,0,0,,0
2021,Mongolia,Austria,116,70,0,0,0,0,0,,0
2021,Mongolia,Belgium,0,10,0,0,0,0,0,,0
2021,Mongolia,Cyprus,0,5,0,0,0,0,0,,0
2021,Mongolia,Czechia,10,8,0,0,0,0,0,,0
2021,Mongolia,Denmark,0,5,0,0,0,0,0,,0
2021,Mongolia,France,832,48,0,0,0,0,0,,0
2021,Mongolia,"United Kingdom of Great Britain and Northern Ireland",53,66,0,0,0,0,0,,0
2021,Mongolia,Germany,235,204,0,0,0,0,0,,0
2021,Mongolia,Ireland,8,5,0,0,0,0,0,,0
2021,Mongolia,"Netherlands (Kingdom of the)",28,6,0,0,0,0,0,,0
2021,Mongolia,Spain,5,20,0,0,0,0,0,,0
2021,Mongolia,Sweden,240,139,0,0,0,0,0,,0
2021,Mongolia,Switzerland,176,9,0,0,0,0,0,,0
2021,Morocco,Austria,42,523,0,0,0,0,0,,0
2021,Morocco,Belgium,167,340,0,0,0,0,0,,0
2021,Morocco,"Bosnia and Herzegovina",0,7,0,0,0,0,64,,0
2021,Morocco,Bulgaria,5,129,0,0,0,0,0,,0
2021,Morocco,Cyprus,0,11,0,0,0,0,0,,0
2021,Morocco,Denmark,10,34,0,0,0,0,0,,0
2021,Morocco,Finland,39,16,0,0,0,0,0,,0
2021,Morocco,France,1296,207,0,0,0,0,0,,0
2021,Morocco,"United Kingdom of Great Britain and Northern Ireland",221,368,0,0,0,0,0,,0
2021,Morocco,Georgia,0,5,0,0,0,0,0,,0
2021,Morocco,Germany,866,1156,0,0,0,0,0,,0
2021,Morocco,Greece,230,117,0,0,0,0,0,,0
2021,Morocco,Iceland,8,0,0,0,0,0,0,,0
2021,Morocco,Ireland,14,70,0,0,0,0,0,,0
2021,Morocco,Italy,920,887,0,0,0,0,0,,0
2021,Morocco,Luxembourg,0,15,0,0,0,0,0,,0
2021,Morocco,"North Macedonia",0,5,0,0,0,0,0,,0
2021,Morocco,Montenegro,0,12,0,0,0,0,0,,0
2021,Morocco,Malta,30,97,0,0,0,0,0,,0
2021,Morocco,"Netherlands (Kingdom of the)",75,341,0,0,0,0,0,,0
2021,Morocco,Norway,14,5,0,0,0,0,0,,0
2021,Morocco,Portugal,9,126,0,0,0,0,0,,0
2021,Morocco,Romania,5,9,0,0,0,0,0,,0
2021,Morocco,Spain,722,6355,0,0,0,0,0,,0
2021,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",0,26,0,0,0,0,0,,0
2021,Morocco,Slovakia,0,11,0,0,0,0,0,,0
2021,Morocco,Slovenia,0,12,0,0,0,0,0,,0
2021,Morocco,Sweden,256,148,0,0,0,0,0,,0
2021,Morocco,Switzerland,85,96,0,0,0,0,0,,0
2021,Morocco,Ukraine,0,10,0,0,0,0,0,,0
